ID,Quotation Name,Document,Quotation Content,Comment,Codes,Reference,Density,Modified by
42:2,Using Hadoop 0.22.0 with Cassandra results in the stack trace below. I…,CASSANDRA-5201,"Using Hadoop 0.22.0 with Cassandra results in the stack trace below.
It appears that version 0.21+ changed org.apache.hadoop.mapreduce.JobContext  from a class to an interface.
Exception in thread ""main"" java.lang.IncompatibleClassChangeError: Found interface org.apache.hadoop.mapreduce.JobC  but class was expected  at org.apache.cassandra.hadoop.ColumnFamilyInputFormat.getSplits(ColumnFamilyInputFormat.java:103)  at org.apache.hadoop.mapreduce.JobSubmitter.writeNewSplits(JobSubmitter.java:445)  at org.apache.hadoop.mapreduce.JobSubmitter.writeSplits(JobSubmitter.java:462)  at org.apache.hadoop.mapreduce.JobSubmitter.submitJobInternal(JobSubmitter.java:357)  at org.apache.hadoop.mapreduce.Job$2.run(Job.java:1045)  at org.apache.hadoop.mapreduce.Job$2.run(Job.java:1042)  at java.security.AccessController.doPrivileged(Native Method)  at javax.security.auth.Subject.doAs(Subject.java:415)  at org.apache.hadoop.security.UserGroupInformation.doAs(UserGroupInformation.java:1153)  at org.apache.hadoop.mapreduce.Job.submit(Job.java:1042)  at org.apache.hadoop.mapreduce.Job.waitForCompletion(Job.java:1062)  at MyHadoopApp.run(MyHadoopApp.java:163)  at org.apache.hadoop.util.ToolRunner.run(ToolRunner.java:69)  at MyHadoopApp.main(MyHadoopApp.java:82)  at sun.refect.NativeMethodAccessorImpl.invoke0(Native Method)  at sun.refect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)  at sun.refect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)  at java.lang.refect.Method.invoke(Method.java:601)  at org.apache.hadoop.util.RunJar.main(RunJar.java:192)",,Run-time quality issues,3:128 - 3:1729,1,arjan
42:51,jeromatron,CASSANDRA-5201,jeromatron,,Comment,4:194 - 4:203,1,arjan
42:3,The current stable hadoop version is still the 1.0.x line according to…,CASSANDRA-5201,"The current stable hadoop version is still the 1.0.x line according to http://hadoop.apache.org/releases  As long as the 1.0.x support isn’t adversely afected, I would think a patch to provide support  for all hadoop versions would be welcome.
",,"Architectural solution benefits and drawbacks
Assumptions",4:206 - 4:450,2,arjan
42:52,brandon.williams,CASSANDRA-5201,brandon.williams,,Comment,4:454 - 4:469,1,arjan
42:4,I think the last time I looked into this I couldn’t fnd a way to suppo…,CASSANDRA-5201," I think the last time I looked into this I couldn’t fnd a way to support  both versions, so we’re either stuck with 0.21+ being broken, or breaking it for everyone  that’s on a lower version already.
",,"Assumptions
Motivation of design issue",4:471 - 4:672,2,arjan
42:53,dbrosius,CASSANDRA-5201,dbrosius,,Comment,4:710 - 4:717,1,arjan
42:5,what if the hadoop directory was split out into two separate sub-proje…,CASSANDRA-5201,"what if the hadoop directory was split out into two separate sub-projects which  produced two separate jars, thus a jar for old hadoop support and one for new hadoop. then  folks could choose which jar to add to the cassandra classpath?
",,Architectural design configuration,4:720 - 4:957,1,arjan
42:54,brandon.williams,CASSANDRA-5201,brandon.williams,,Comment,4:961 - 4:976,1,arjan
42:6,"That’s not a bad idea,",CASSANDRA-5201,"That’s not a bad idea, ",,Architectural solution benefits and drawbacks,4:979 - 4:1001,1,arjan
42:55,genx7up,CASSANDRA-5201,genx7up,,Comment,4:1284 - 4:1290,1,arjan
42:7,We are using the newer 0.23.x & are facing this integration issue.,CASSANDRA-5201,We are using the newer 0.23.x & are facing this integration issue.,,Run-time quality issues,4:1293 - 4:1358,1,arjan
42:56,dbrosius,CASSANDRA-5201,dbrosius,,Comment,4:1483 - 4:1490,1,arjan
42:8,initial patch against 1.2  - pulls hadoop code into src/hadoop/hadoop-…,CASSANDRA-5201,"initial patch against 1.2  - pulls hadoop code into src/hadoop/hadoop-legacy  - replicates that into src/hadoop/hadoop-new with changes for api changes.
pulls new hadoop dependencies and builds separate jars for each.
which jar you run against is still manual... command line switch?
posted version a so i didn’t lose stuf.
3
This uses 0.23.6 versions of jars,",,Architectural design configuration,4:1493 - 5:34,1,arjan
42:9,which i assume is compatible with the 2.0a versions of  the api.,CASSANDRA-5201,"which i assume is compatible with the 2.0a versions of  the api.
",,Architectural solution benefits and drawbacks,5:36 - 5:101,1,arjan
42:57,jeromatron,CASSANDRA-5201,jeromatron,,Comment,5:106 - 5:115,1,arjan
42:11,I wonder if it would be preferable,CASSANDRA-5201,I wonder if it would be preferable,,"Architectural solution benefits and drawbacks
Assumptions",5:118 - 5:151,2,arjan
42:10,"have all of the code in tree in the same  jar still, but have diferent…",CASSANDRA-5201,"have all of the code in tree in the same  jar still, but have diferent package paths, like org.apache.cassandra.hadoop (for backwards  compatibility) and org.apache.cassandra.hadoop2. ",,Architectural design configuration,5:156 - 5:339,1,arjan
42:58,dbrosius,CASSANDRA-5201,dbrosius,,Comment,5:570 - 5:577,1,arjan
42:12,probably could be done. here’s some ’issues’ with that approach. 1) ex…,CASSANDRA-5201,"probably could be done. here’s some ’issues’ with that approach.
1) external code won’t work against both versions with the same code base. Obviously  the modifcations are insignifcant, (packages) but still.
2) Makes the build.xml fle marginally more complicated as you have to use <exclude> ele-  ments in the build  3) Building in IDEs is complicated as you need to add resource excludes, since these packages  need to be built as a separate project (at least one of them does).
4) If you have two IDE projects targetting the same classes dir, cleaning one project cleans  the other.
",,Architectural solution benefits and drawbacks,5:833 - 5:1422,1,arjan
42:59,mck,CASSANDRA-5201,mck,,Comment,5:1479 - 5:1481,1,arjan
42:13,What about simply putting the hadoop2 package into a github project?,CASSANDRA-5201,What about simply putting the hadoop2 package into a github project?,,Architectural design configuration,5:1484 - 5:1551,1,arjan
42:14,"it would become available for others to use, and c* can switch to it w…",CASSANDRA-5201,"it would become available for others to use, and c* can switch to it when they feel ready to  drop support for hadoop-0.20",,Architectural solution benefits and drawbacks,5:1554 - 5:1675,1,arjan
42:15,otherwise i’m in favour of separate jar fles (apache-cassandra-hadoop-…,CASSANDRA-5201,"otherwise i’m in favour of separate jar fles (apache-cassandra-hadoop-legacy-XXX.jar and  apache-cassandra-hadoop-XXX.jar). c* already bundles too much into the one jar fle IMHO.
",,Architectural solution benefits and drawbacks,5:1678 - 5:1857,1,arjan
42:60,mck,CASSANDRA-5201,mck,,Comment,5:1862 - 5:1864,1,arjan
42:16,Done,CASSANDRA-5201,Done,,Architectural solution benefits and drawbacks,5:1951 - 5:1954,1,arjan
42:61,jbellis,CASSANDRA-5201,jbellis,,Comment,5:2412 - 5:2418,1,arjan
42:17,How common is hadoop2 usage now? Can we drop hadoop1 for 2.1?,CASSANDRA-5201,How common is hadoop2 usage now? Can we drop hadoop1 for 2.1?,,Architectural design configuration,5:2421 - 5:2481,1,arjan
42:62,kkrugler,CASSANDRA-5201,kkrugler,,Comment,6:5 - 6:12,1,arjan
42:18,Re Hadoop 1.x vs. Hadoop 2.x - most companies I see are using a 1.x ve…,CASSANDRA-5201,"Re Hadoop 1.x vs. Hadoop 2.x - most companies I see are using a 1.x version  of Hadoop. Usage of Hadoop 2.x is ramping up fast, but I’m guessing it will be at least  another year (probably more) before you’d want to start thinking about phasing out support  for Hadoop 1.x",,Architectural solution benefits and drawbacks,6:15 - 6:286,1,arjan
42:63,nyo,CASSANDRA-5201,nyo,,Comment,6:363 - 6:365,1,arjan
42:19,Why dropping support for old hadoop versions while you can just use a…,CASSANDRA-5201,Why dropping support for old hadoop versions while you can just use a diferent pack-  age name (e.g org.apache.cassandra.hadoop2.<SomeClass>)?,,"Architectural design configuration
Architectural solution benefits and drawbacks",6:368 - 6:509,2,arjan
42:20,"Imo, the code in here:  https://github.com/michaelsembwever/cassandra-…",CASSANDRA-5201," Imo, the code in here:  https://github.com/michaelsembwever/cassandra-hadoop/ should just be merged with main-  stream implementation",,Architectural design configuration,6:510 - 6:643,1,arjan
42:21,so both 1.x and 2.x users can be happy,CASSANDRA-5201,so both 1.x and 2.x users can be happy,,Architectural solution benefits and drawbacks,6:646 - 6:683,1,arjan
42:22,Or you can indeed make it a lot more complex,CASSANDRA-5201,Or you can indeed make it a lot more complex,,Architectural solution benefits and drawbacks,6:687 - 6:730,1,arjan
42:23,by merging the 1.x and 2.x compatible  implementations and deciding wh…,CASSANDRA-5201,by merging the 1.x and 2.x compatible  implementations and deciding which one to use based on metadata obtained by polling the  cluster,,Architectural design configuration,6:732 - 6:866,1,arjan
42:24,but that is a bit too sophisticated,CASSANDRA-5201,but that is a bit too sophisticated,,Architectural solution benefits and drawbacks,6:869 - 6:903,1,arjan
42:25,"For most people the frst option, where they can  choose which package…",CASSANDRA-5201,"For most people the frst option, where they can  choose which package to use, would be sufcient.
",,Architectural solution benefits and drawbacks,6:906 - 6:1003,1,arjan
42:64,bcoverston,CASSANDRA-5201,bcoverston,,Comment,6:1907 - 6:1916,1,arjan
42:26,Ship two versions of their Hadoop integrations (one compiled for the o…,CASSANDRA-5201,"Ship two versions of their Hadoop integrations (one compiled for the old, and one compiled  for the new)",,Architectural design configuration,6:1999 - 6:2102,1,arjan
42:27,use a little refection to make things work across the board.,CASSANDRA-5201,"use a little refection to make things work across the board.
",,Architectural design configuration,6:2108 - 6:2169,1,arjan
42:28,I’m attaching a patch that uses the hadoopCompat subproject of elephan…,CASSANDRA-5201,I’m attaching a patch that uses the hadoopCompat subproject of elephantbird.,,"Architectural design configuration
Technology solution",6:2170 - 6:2245,2,arjan
42:29,This will  allow us to compile a single binary and run with the new an…,CASSANDRA-5201,"This will  allow us to compile a single binary and run with the new and old context objects.
",,Architectural solution benefits and drawbacks,6:2247 - 6:2340,1,arjan
42:65,dvryaboy,CASSANDRA-5201,dvryaboy,,Comment,7:110 - 7:117,1,arjan
42:30,"The EB HadoopCompat is what we use in production at Twitter, and plan…",CASSANDRA-5201,"The EB HadoopCompat is what we use in production at Twitter, and plan to  keep up to date in the foreseeable future.",,Other system architectural solutions,7:120 - 7:235,1,arjan
42:31,Glad you are fnding it useful.,CASSANDRA-5201,"Glad you are fnding it useful.
",,Architectural solution benefits and drawbacks,7:237 - 7:268,1,arjan
42:32,Seems generally applicable.,CASSANDRA-5201,"Seems generally applicable.
",,Architectural solution benefits and drawbacks,7:355 - 7:383,1,arjan
42:33,Also note that Tom White has a handy fndbugs plugin to look for Hadoop…,CASSANDRA-5201,Also note that Tom White has a handy fndbugs plugin to look for Hadoop incompati-  bility problems: https://github.com/tomwhite/hadoop-incompatibility-fndbugs-detector  Here’s how you’d use it: https://github.com/Parquet/parquet-mr/pull/77/fles,,"Architectural solution benefits and drawbacks
Technology solution",7:605 - 7:848,2,arjan
42:66,jeromatron,CASSANDRA-5201,jeromatron,,Comment,7:855 - 7:864,1,arjan
42:34,"As for me, it sounds like the EB (or if it makes more sense Parquet) d…",CASSANDRA-5201,"As for me, it sounds like the EB (or if it makes more sense Parquet) dependency makes  sense. ",,Architectural solution benefits and drawbacks,7:1035 - 7:1128,1,arjan
42:35,The hadoop incompatibility fndbugs detector also sounds great to inclu…,CASSANDRA-5201,The hadoop incompatibility fndbugs detector also sounds great to include to catch  anything before it is committed,,Architectural solution benefits and drawbacks,7:1129 - 7:1242,1,arjan
42:36,So I’m +1 on this approach.,CASSANDRA-5201,"So I’m +1 on this approach.
",,Architectural solution benefits and drawbacks,7:1245 - 7:1273,1,arjan
42:67,hkropp,CASSANDRA-5201,hkropp,,Comment,8:1640 - 8:1645,1,arjan
42:37,Use maven classifers for deployment,CASSANDRA-5201, Use maven classifers for deployment,,Technology solution,8:1784 - 8:1819,1,arjan
42:38,If this is used in a hadoop2 project you don’t want  hadoop1 dependenc…,CASSANDRA-5201,If this is used in a hadoop2 project you don’t want  hadoop1 dependencies and vice versa,,Architectural solution benefits and drawbacks,8:1822 - 8:1909,1,arjan
42:39,"This approach is used by Parquet, Avro and EB",CASSANDRA-5201,"This approach is used by Parquet, Avro and EB",,Other system architectural solutions,8:1912 - 8:1956,1,arjan
42:68,bcoverston,CASSANDRA-5201,bcoverston,,Comment,8:2334 - 8:2343,1,arjan
42:40,I agree that we need to do the second change,CASSANDRA-5201, I agree that we need to do the second change,,Architectural solution benefits and drawbacks,8:2355 - 8:2399,1,arjan
42:41,but I don’t see a  need to add deployment classifers. Because we’re us…,CASSANDRA-5201,"but I don’t see a  need to add deployment classifers. Because we’re using Hadoop-Compat (from EB) a single  binary will work for both.
",,Architectural solution benefits and drawbacks,8:2402 - 8:2537,1,arjan
42:42,but a single binary will  work for new and legacy deployments.,CASSANDRA-5201,"but a single binary will  work for new and legacy deployments.
",,Architectural design configuration,8:2604 - 8:2667,1,arjan
42:69,hkropp,CASSANDRA-5201,hkropp,,Comment,8:2672 - 8:2677,1,arjan
42:43,"I might be missing an important point, but Hadoop-Compat is nothing ot…",CASSANDRA-5201,"I might be missing an important point, but Hadoop-Compat is nothing other than  ContextUtil of hadoop2? It uses refection to test what’s on the classpath to decide how or  better what to return. I made it work with just using ContextUtil before I found this patch  here.
",,Architectural design configuration,8:2680 - 8:2951,1,arjan
